"","player","i","X1","rk","pos","age","tm.x","g","gs","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp","tm.y","avg_salary"
"72","Alan Anderson",2013,15989,13,"SF",30,"TOR",65,2,23,3.6,9.5,0.383,1.5,4.4,0.333,2.2,5.1,0.426,0.46,1.9,2.3,0.857,0.5,1.8,1.6,0.7,0.1,1.2,2,10.7,1495,12.6,0.509,0.463,0.239,2.7,9.2,11.7,1.7,0.4,10.5,23.6,0.8,0.8,1.6,0.052,0.4,-2.4,0,"TOR",885120
"73","Alan Anderson",2014,16568,14,"SF",31,"BRK",78,26,22.7,2.5,6.2,0.4,1.1,3.2,0.339,1.4,3,0.464,0.487,1.2,1.5,0.78,0.5,1.7,1,0.6,0.1,0.8,1.9,7.2,1773,9.5,0.525,0.511,0.243,2.7,9.1,7.3,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-0.8,-1.4,-0.1,"NJN",1005646
"74","Alan Anderson",2014,16568,14,"SF",31,"BRK",78,26,22.7,2.5,6.2,0.4,1.1,3.2,0.339,1.4,3,0.464,0.487,1.2,1.5,0.78,0.5,1.7,1,0.6,0.1,0.8,1.9,7.2,1773,9.5,0.525,0.511,0.243,2.7,9.1,7.3,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-0.8,-1.4,-0.1,"BKN",1005646
"75","Alan Anderson",2015,17178,15,"SG",32,"BRK",74,19,23.6,2.6,5.9,0.443,1,2.8,0.348,1.6,3.1,0.53,0.526,1.1,1.4,0.812,0.4,2.3,1.1,0.8,0.1,0.8,2,7.4,1744,10.6,0.563,0.477,0.23,2,11.1,7.2,1.7,0.2,11,14.2,1.7,1.1,2.7,0.075,0,-0.5,0.6,"BKN",1304773
"76","Alan Anderson",2016,17826,14,"SG",33,"WAS",13,0,14.8,1.6,4.5,0.356,0.9,2.8,0.324,0.7,1.7,0.409,0.458,0.8,1.2,0.733,0.1,2,1.1,0.3,0.1,0.2,1.9,5,192,9.2,0.495,0.627,0.254,0.6,15.5,10.3,1,0.4,3,15.4,0.2,0.2,0.3,0.078,-1.2,-1.7,0,"WAS",4000000
"77","Alan Anderson",2017,18402,12,"SF",34,"LAC",30,0,10.3,1,2.7,0.375,0.5,1.5,0.318,0.5,1.2,0.444,0.463,0.4,0.5,0.75,0.1,0.7,0.4,0.1,0,0.2,1.2,2.9,308,5,0.494,0.55,0.2,1.1,7.4,4.9,0.5,0,7.4,13.7,0,0.1,0.1,0.02,-2.6,-2.3,-0.2,"LAC",1315448
"78","Alan Williams",2016,18369,457,"PF",23,"PHO",10,0,6.8,1,2.4,0.417,0,0,NA,1,2.4,0.417,0.417,0.9,1.4,0.643,1.4,2.4,0.5,0.4,0.5,0.6,1.5,2.9,68,21.1,0.481,0,0.583,21.9,39.2,11.7,2.9,6,16.6,22.6,0.1,0.2,0.2,0.146,-2.5,4,0.1,"PHX",3089
"79","Alan Williams",2016,18369,457,"PF",23,"PHO",10,0,6.8,1,2.4,0.417,0,0,NA,1,2.4,0.417,0.417,0.9,1.4,0.643,1.4,2.4,0.5,0.4,0.5,0.6,1.5,2.9,68,21.1,0.481,0,0.583,21.9,39.2,11.7,2.9,6,16.6,22.6,0.1,0.2,0.2,0.146,-2.5,4,0.1,"PHX",479017
"80","Alan Williams",2017,18953,464,"C",24,"PHO",47,0,15.1,2.9,5.7,0.517,0,0,0,2.9,5.7,0.519,0.517,1.5,2.4,0.625,2,4.2,0.5,0.6,0.7,0.8,2.7,7.4,708,19.5,0.547,0.004,0.419,14,31.2,5.2,1.8,3.7,10.5,20.9,1.1,0.9,2.1,0.142,-1.8,0.1,0.1,"PHX",479017
"81","Alan Williams",2018,19618,517,"PF",25,"PHO",5,0,14,1.4,3.6,0.389,0,0,NA,1.4,3.6,0.389,0.389,1.2,1.8,0.667,0.6,3.8,1.6,1,0.2,1.4,2.6,4,70,9.3,0.455,0,0.5,4.5,29.5,16.3,3.4,1.2,24.2,17.5,-0.1,0.1,0,-0.004,-6.5,2.8,0,"PHX",5666667
"82","Alec Burks",2012,15492,70,"SG",20,"UTA",59,0,15.9,2.6,6.1,0.429,0.3,0.8,0.333,2.3,5.3,0.442,0.45,1.8,2.4,0.727,1,1.3,0.9,0.5,0.1,0.9,1.4,7.2,939,14,0.506,0.126,0.401,6.9,9.3,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,0.076,-0.2,-2.2,-0.1,"UTA",2341929
"83","Alec Burks",2013,16052,66,"SG",21,"UTA",64,0,17.8,2.5,6.1,0.42,0.5,1.4,0.359,2,4.6,0.439,0.463,1.4,2,0.713,0.6,1.7,1.4,0.5,0.2,1.2,1.8,7,1137,11.5,0.507,0.237,0.332,3.8,11.2,13,1.6,0.9,14.3,20.7,0.3,0.7,1,0.044,-1.4,-1.3,-0.2,"UTA",2341929
"84","Alec Burks",2014,16646,73,"SG",22,"UTA",78,12,28.1,4.9,10.7,0.457,0.6,1.8,0.35,4.2,8.8,0.48,0.487,3.6,4.8,0.748,0.8,2.5,2.7,0.9,0.2,1.9,2.4,14,2193,15.8,0.547,0.172,0.449,3,10.7,16.9,1.7,0.5,13,23.9,2.6,0.6,3.2,0.07,0.5,-1.7,0.5,"UTA",2341929
"85","Alec Burks",2015,17245,72,"SG",23,"UTA",27,27,33.3,4.5,11.1,0.403,1,2.5,0.382,3.5,8.6,0.409,0.447,3.9,4.8,0.822,0.7,3.5,3,0.6,0.2,1.9,2.4,13.9,899,13,0.524,0.227,0.43,2.5,12.1,15.2,1,0.4,12.7,20.8,1.1,0.6,1.7,0.089,-0.4,-1.1,0.1,"UTA",2341929
"86","Alec Burks",2016,17886,70,"SG",24,"UTA",31,3,25.7,4.4,10.8,0.41,1,2.5,0.405,3.4,8.2,0.412,0.458,3.4,4.5,0.752,0.5,3,2,0.6,0.1,1.6,2.3,13.3,797,14.3,0.52,0.237,0.422,2.4,13.6,13.9,1.2,0.4,11.4,25.9,0.7,0.8,1.5,0.09,-0.9,-1.6,-0.1,"UTA",10500000
"87","Alec Burks",2017,18467,65,"SG",25,"UTA",42,0,15.5,2.4,5.9,0.399,0.6,1.8,0.329,1.8,4.1,0.43,0.45,1.4,1.9,0.769,0.4,2.5,0.7,0.4,0.1,0.8,1.2,6.7,653,11.6,0.501,0.306,0.315,3.1,17.7,7.5,1.4,0.6,11,22.7,-0.1,0.9,0.8,0.056,-3.3,-0.9,-0.4,"UTA",10500000
"88","Alec Burks",2018,19076,78,"SG",26,"UTA",64,1,16.5,2.7,6.5,0.411,0.7,2.2,0.331,1.9,4.3,0.452,0.467,1.7,1.9,0.863,0.3,2.7,1,0.6,0.1,0.9,1.2,7.7,1059,13.1,0.527,0.343,0.3,2.1,18.4,10,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-2.5,-0.3,-0.2,"UTA",10500000
"89","Alex Abrines",2017,18389,1,"SG",23,"OKC",68,6,15.5,2,5,0.393,1.4,3.6,0.381,0.6,1.4,0.426,0.531,0.6,0.7,0.898,0.3,1,0.6,0.5,0.1,0.5,1.7,6,1055,10.1,0.56,0.724,0.144,1.9,7.1,5.5,1.7,0.6,8.3,15.9,1.2,0.9,2.1,0.096,-0.3,-2.2,-0.1,"OKC",5725000
"90","Alex Abrines",2018,18984,1,"SG",24,"OKC",75,8,15.1,1.5,3.9,0.395,1.1,2.9,0.38,0.4,0.9,0.443,0.54,0.5,0.6,0.848,0.3,1.2,0.4,0.5,0.1,0.3,1.7,4.7,1134,9,0.567,0.759,0.158,2.5,8.9,3.4,1.7,0.6,7.4,12.7,1.3,1,2.2,0.094,-0.5,-1.7,-0.1,"OKC",5725000
"91","Alex Hamilton",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSW",815615
"92","Alex Len",2014,16889,267,"C",20,"PHO",42,3,8.6,0.8,1.9,0.423,0,0,NA,0.8,1.9,0.423,0.423,0.5,0.7,0.645,0.9,1.4,0.1,0.1,0.4,0.6,1.6,2,362,7.3,0.469,0,0.397,12.1,18.6,1.6,0.6,3.8,22.1,14.3,-0.2,0.4,0.2,0.024,-5.7,-0.2,-0.4,"PHX",3943345
"93","Alex Len",2015,17506,279,"C",21,"PHO",69,44,22,2.6,5.1,0.507,0,0,0.333,2.6,5.1,0.509,0.508,1.1,1.5,0.702,2.1,4.5,0.5,0.5,1.5,1.1,3.1,6.3,1518,13.5,0.542,0.008,0.295,10.2,22.7,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-3.3,2.3,0.4,"PHX",3943345
"94","Alex Len",2016,18132,262,"C",22,"PHO",78,46,23.3,3.4,8,0.423,0,0.1,0.143,3.4,7.9,0.426,0.424,2.2,3.1,0.728,2.3,5.3,1.2,0.5,0.8,1.9,2.9,9,1821,12.4,0.482,0.011,0.383,10.4,25.4,8.5,1,2.8,16.6,20.4,-0.5,1.8,1.3,0.035,-4.4,0.7,-0.7,"PHX",3943345
"95","Alex Len",2017,18706,260,"C",23,"PHO",77,34,20.3,3,6,0.497,0,0.2,0.25,2.9,5.9,0.503,0.5,1.9,2.7,0.721,2,4.6,0.6,0.5,1.3,1.3,3.1,8,1560,15,0.553,0.026,0.449,10.6,25.3,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3,0.091,-3,1.3,0.1,"PHX",3943345
"96","Alex Len",2018,19345,292,"C",24,"PHO",69,13,20.2,3.1,5.5,0.566,0,0,0.333,3.1,5.4,0.568,0.567,2.3,3.3,0.684,2.5,5,1.2,0.4,0.9,1.1,2.3,8.5,1395,19.4,0.612,0.008,0.611,13.2,26.7,9.1,0.9,3.5,14,17,3.2,1.3,4.5,0.154,-0.3,1.1,1,"PHX",4187598
"97","Alex Poythress",2017,18836,366,"PF",23,"PHI",6,1,26.2,4.2,9,0.463,1,3.2,0.316,3.2,5.8,0.543,0.519,1.3,1.7,0.8,1.8,3,0.8,0.5,0.3,0.5,2.3,10.7,157,13.2,0.548,0.352,0.185,7.7,12.7,5.1,0.9,1,4.9,16.9,0.2,0.1,0.3,0.099,-0.6,-1.9,0,"PHI",6394
"98","Alex Poythress",2017,18836,366,"PF",23,"PHI",6,1,26.2,4.2,9,0.463,1,3.2,0.316,3.2,5.8,0.543,0.519,1.3,1.7,0.8,1.8,3,0.8,0.5,0.3,0.5,2.3,10.7,157,13.2,0.548,0.352,0.185,7.7,12.7,5.1,0.9,1,4.9,16.9,0.2,0.1,0.3,0.099,-0.6,-1.9,0,"PHI",3197
"99","Alex Stepheson",2016,18308,411,"PF",28,"LAC",4,0,3,0.3,0.3,1,0,0,NA,0.3,0.3,1,1,0,0.5,0,0.3,0.3,0,0,0.5,0,1,0.5,12,8.9,0.532,0,2,9.2,8.9,0,0,13.1,0,7.1,0,0,0,0.113,-4.4,4.4,0,"MEM",3089
"100","Alex Stepheson",2016,18308,411,"PF",28,"LAC",4,0,3,0.3,0.3,1,0,0,NA,0.3,0.3,1,1,0,0.5,0,0.3,0.3,0,0,0.5,0,1,0.5,12,8.9,0.532,0,2,9.2,8.9,0,0,13.1,0,7.1,0,0,0,0.113,-4.4,4.4,0,"LAC",3089
"101","Alex Stepheson",2016,18308,411,"PF",28,"LAC",4,0,3,0.3,0.3,1,0,0,NA,0.3,0.3,1,1,0,0.5,0,0.3,0.3,0,0,0.5,0,1,0.5,12,8.9,0.532,0,2,9.2,8.9,0,0,13.1,0,7.1,0,0,0,0.113,-4.4,4.4,0,"LAC",3089
"102","Alex Stepheson",2016,18307,411,"PF",28,"TOT",8,0,9.1,1.1,3.4,0.333,0,0,NA,1.1,3.4,0.333,0.333,0.5,1.5,0.333,2.4,1.1,0.3,0.1,0.6,0,1.5,2.8,73,14.8,0.341,0,0.444,28.5,14.5,4.3,0.7,6,0,19.8,0,0.1,0.1,0.068,-2,-1.1,0,"MEM",3089
"103","Alex Stepheson",2016,18307,411,"PF",28,"TOT",8,0,9.1,1.1,3.4,0.333,0,0,NA,1.1,3.4,0.333,0.333,0.5,1.5,0.333,2.4,1.1,0.3,0.1,0.6,0,1.5,2.8,73,14.8,0.341,0,0.444,28.5,14.5,4.3,0.7,6,0,19.8,0,0.1,0.1,0.068,-2,-1.1,0,"LAC",3089
"104","Alex Stepheson",2016,18307,411,"PF",28,"TOT",8,0,9.1,1.1,3.4,0.333,0,0,NA,1.1,3.4,0.333,0.333,0.5,1.5,0.333,2.4,1.1,0.3,0.1,0.6,0,1.5,2.8,73,14.8,0.341,0,0.444,28.5,14.5,4.3,0.7,6,0,19.8,0,0.1,0.1,0.068,-2,-1.1,0,"LAC",3089
"105","Alex Stepheson",2016,18309,411,"PF",28,"MEM",4,0,15.3,2,6.5,0.308,0,0,NA,2,6.5,0.308,0.308,1,2.5,0.4,4.5,2,0.5,0.3,0.8,0,2,5,61,16,0.329,0,0.385,32.3,15.6,5.2,0.8,4.6,0,22.4,0,0.1,0.1,0.059,-1.6,-2.2,0,"MEM",3089
"106","Alex Stepheson",2016,18309,411,"PF",28,"MEM",4,0,15.3,2,6.5,0.308,0,0,NA,2,6.5,0.308,0.308,1,2.5,0.4,4.5,2,0.5,0.3,0.8,0,2,5,61,16,0.329,0,0.385,32.3,15.6,5.2,0.8,4.6,0,22.4,0,0.1,0.1,0.059,-1.6,-2.2,0,"LAC",3089
"107","Alex Stepheson",2016,18309,411,"PF",28,"MEM",4,0,15.3,2,6.5,0.308,0,0,NA,2,6.5,0.308,0.308,1,2.5,0.4,4.5,2,0.5,0.3,0.8,0,2,5,61,16,0.329,0,0.385,32.3,15.6,5.2,0.8,4.6,0,22.4,0,0.1,0.1,0.059,-1.6,-2.2,0,"LAC",3089
"108","Alexey Shved",2013,16436,379,"SG",24,"MIN",77,16,23.9,3.1,8.2,0.372,1.1,3.7,0.295,2,4.5,0.435,0.439,1.4,1.9,0.72,0.5,1.7,3.7,0.7,0.4,1.9,1.5,8.6,1840,11,0.474,0.454,0.236,2.5,8.6,25.2,1.5,1.1,17.3,20.6,-0.6,1.4,0.8,0.02,-1,-1.1,-0.1,"MIN",3150000
"109","Alexey Shved",2014,17046,393,"SG",25,"MIN",63,0,10.5,1.2,3.8,0.321,0.5,1.6,0.294,0.7,2.1,0.341,0.384,1.1,1.4,0.756,0.3,1,1.1,0.4,0.3,0.8,0.6,4,664,10.2,0.452,0.43,0.38,3.4,10.1,14.9,1.9,1.8,14.8,20.8,-0.4,0.7,0.2,0.017,-2.7,-0.4,-0.2,"MIN",3150000
"110","Alexey Shved",2015,17691,408,"SG",26,"NYK",16,9,26.4,4.6,11.3,0.403,1.6,4.4,0.371,2.9,6.9,0.423,0.475,4,5.1,0.78,0.9,3.7,3.6,0.9,0.3,1.6,1.6,14.8,423,20.5,0.544,0.387,0.453,3.7,16.6,24.4,1.9,1,10.3,26.3,0.9,0.2,1.2,0.135,3.7,-1.6,0.4,"NYK",3150000
"111","Alexey Shved",2015,17689,408,"SG",26,"PHI",17,0,16.8,3.1,7.6,0.4,1,3.4,0.298,2.1,4.3,0.479,0.465,2.8,3.4,0.842,0.5,0.8,2.7,0.8,0.1,1.1,1.2,9.9,285,20,0.545,0.438,0.438,2.9,5.6,31.3,2.5,0.3,10.4,26.5,0.7,0.2,0.9,0.16,3.6,-3.6,0.1,"NYK",3150000
"112","Alexey Shved",2015,17688,408,"SG",26,"TOT",42,9,18.3,3.2,8,0.397,1.1,3.3,0.338,2,4.7,0.439,0.467,2.9,3.6,0.807,0.5,1.8,2.5,0.7,0.1,1.1,1.1,10.3,767,19.5,0.541,0.415,0.448,3.3,11.7,25.7,2,0.6,10.7,26.3,1.7,0.5,2.2,0.135,3,-2.6,0.5,"NYK",3150000
"113","Alexey Shved",2015,17690,408,"SG",26,"HOU",9,0,6.6,0.9,2.7,0.333,0.4,1.3,0.333,0.4,1.3,0.333,0.417,1,1.2,0.818,0.1,0.3,0.3,0.1,0,0.6,0.2,3.2,59,9.3,0.503,0.5,0.458,1.9,5.6,8.1,0.8,0,14.8,24.9,0,0,0,0.013,-3.9,-4.9,-0.1,"NYK",3150000
"114","Alexis Ajinca",2014,16555,5,"C",25,"NOP",56,30,17,2.4,4.4,0.546,0,0,0,2.4,4.4,0.548,0.546,1,1.2,0.836,1.7,3.3,0.7,0.4,0.8,1.1,3.3,5.9,951,14.6,0.589,0.004,0.269,11.3,22.7,6.6,1.3,4.1,18.4,16.3,1.2,0.9,2.1,0.104,-1.5,0.8,0.3,"NOP",808482
"115","Alexis Ajinca",2015,17167,6,"C",26,"NOP",68,8,14.1,2.7,4.8,0.55,0,0,NA,2.7,4.8,0.55,0.55,1.2,1.5,0.818,1.5,3.1,0.7,0.3,0.8,1,2.2,6.5,957,19.9,0.595,0,0.301,12.4,25,8.2,1.2,4,15.6,21.1,1.9,1.2,3.2,0.159,-0.5,0.6,0.5,"NOP",808482
"116","Alexis Ajinca",2016,17815,5,"C",27,"NOP",59,17,14.6,2.5,5.3,0.476,0,0,0,2.5,5.3,0.478,0.476,0.9,1.1,0.839,1.3,3.3,0.5,0.3,0.6,0.9,2.3,6,861,13.8,0.514,0.003,0.197,9.3,25.9,5.8,1.1,3.4,13.6,20.4,0.2,0.9,1,0.058,-4.3,-0.2,-0.5,"NOP",5050000
"117","Alexis Ajinca",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOP",5050000
"118","Alfonzo McKinnie",2018,19389,330,"SF",25,"TOR",14,0,3.8,0.6,1.1,0.533,0.2,0.6,0.333,0.4,0.4,0.833,0.633,0.1,0.2,0.667,0.1,0.4,0.1,0.1,0.1,0.2,0.6,1.5,53,10.1,0.643,0.6,0.2,2.2,12.4,2.7,0.9,1.5,15.5,16,0,0.1,0.1,0.084,-1.3,-1.8,0,"TOR",1096929
"119","Allen Crabbe",2014,16683,104,"SG",21,"POR",15,0,6.7,0.8,2.2,0.364,0.4,0.9,0.429,0.4,1.3,0.316,0.455,0.2,0.3,0.75,0.1,0.5,0.4,0.1,0.1,0.2,0.7,2.2,100,7.7,0.475,0.424,0.121,1.1,8.5,8.7,1,0.7,7.9,16.5,0,0.1,0.1,0.037,-2.7,-2.1,-0.1,"POR",878092
"120","Allen Crabbe",2015,17287,106,"SG",22,"POR",51,9,13.4,1.2,3,0.412,0.6,1.7,0.353,0.6,1.3,0.485,0.51,0.2,0.3,0.75,0.1,1.3,0.8,0.4,0.3,0.3,1.5,3.3,683,8.7,0.525,0.556,0.105,1.1,10.1,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.088,-1.3,1,0.3,"POR",878092
"121","Allen Crabbe",2016,17919,99,"SG",23,"POR",81,8,26,3.8,8.4,0.459,1.4,3.5,0.393,2.5,4.9,0.506,0.541,1.2,1.4,0.867,0.3,2.3,1.2,0.8,0.2,0.8,2.4,10.3,2105,12.2,0.572,0.42,0.167,1.4,9.7,7.2,1.5,0.6,8.1,16.4,3.1,1.2,4.3,0.098,0.4,-1.1,0.7,"POR",878092
"122","Allen Crabbe",2017,18503,92,"SG",24,"POR",79,7,28.5,3.8,8.2,0.468,1.7,3.8,0.444,2.1,4.4,0.49,0.572,1.3,1.6,0.847,0.2,2.6,1.2,0.7,0.3,0.8,2.2,10.7,2254,11.6,0.602,0.467,0.192,0.9,10.2,6.1,1.2,0.7,8.1,14.9,3.1,1,4.2,0.089,0.3,-1.3,0.6,"POR",18708125
"123","Allen Crabbe",2018,19120,114,"SG",25,"BRK",75,68,29.3,4.5,11,0.407,2.7,7.1,0.378,1.8,3.9,0.461,0.529,1.5,1.8,0.852,0.4,3.9,1.6,0.6,0.5,1,2.2,13.2,2197,12.3,0.558,0.643,0.163,1.3,14.4,8.4,1,1.2,8.1,19,1.8,1.4,3.2,0.07,0.4,-1.2,0.7,"BKN",18708125
"124","Alonzo Gee",2012,15606,164,"SG",24,"CLE",63,31,29,3.6,8.7,0.412,0.7,2.2,0.321,2.9,6.6,0.442,0.452,2.7,3.4,0.788,1.6,3.5,1.8,1.3,0.3,1.8,2.4,10.6,1827,13.2,0.516,0.249,0.385,6.1,14.3,10.6,2.4,0.7,15,18.7,1.2,1.2,2.4,0.063,-0.5,0.1,0.7,"CLE",667062
"125","Alonzo Gee",2013,16153,145,"SF",25,"CLE",82,82,31,3.7,9.1,0.41,0.8,2.7,0.315,2.9,6.4,0.45,0.456,2,2.5,0.795,0.9,3,1.6,1.3,0.4,1.6,2.4,10.3,2541,10.5,0.505,0.294,0.276,3.3,11.7,8.2,2.2,0.9,13.7,16.9,0.5,1.5,1.9,0.036,-1.4,-0.1,0.3,"CLE",3250000
"126","Alonzo Gee",2014,16766,162,"SF",26,"CLE",65,24,15.7,1.5,3.6,0.415,0.3,0.9,0.328,1.2,2.7,0.444,0.456,0.7,0.9,0.705,0.5,1.8,0.7,0.6,0.2,0.7,1.5,4,1020,8.6,0.491,0.246,0.258,3.8,12.8,6.9,2,1.2,14.3,13.4,-0.1,1,0.9,0.041,-3.3,0.7,-0.2,"CLE",3250000
"127","Alonzo Gee",2015,17371,169,"SF",27,"TOT",54,2,12.3,1.6,3.4,0.468,0.2,0.6,0.371,1.4,2.8,0.49,0.503,1,1.4,0.701,0.7,1.1,0.5,0.6,0.1,0.6,1.1,4.5,662,13,0.548,0.188,0.414,5.9,9.5,5.8,2.7,0.8,13,16.7,0.6,0.6,1.2,0.086,-1.3,0.3,0.2,"POR",1063384
"128","Alonzo Gee",2015,17373,169,"SF",27,"POR",15,2,10.1,1.4,3.3,0.429,0.2,0.7,0.273,1.2,2.5,0.474,0.459,0.4,0.8,0.5,0.5,1.1,0.4,0.5,0.1,0.5,1.1,3.4,151,9.7,0.47,0.224,0.245,5.8,11.1,6,2.4,0.5,12.8,18.5,-0.1,0.2,0.1,0.039,-3.2,0.2,0,"POR",1063384
"129","Alonzo Gee",2015,17372,169,"SF",27,"DEN",39,0,13.1,1.7,3.5,0.482,0.3,0.6,0.417,1.4,2.9,0.496,0.518,1.2,1.7,0.738,0.7,1.1,0.5,0.7,0.2,0.6,1.1,4.9,511,14,0.574,0.175,0.474,5.9,9,5.7,2.7,0.9,13.1,16.1,0.7,0.4,1.1,0.1,-0.7,0.3,0.2,"POR",1063384
"130","Alonzo Gee",2016,17985,152,"SF",28,"NOP",73,38,22.4,1.8,3.5,0.518,0.2,0.8,0.283,1.6,2.7,0.59,0.551,0.6,0.9,0.667,0.8,2.5,1,0.9,0.2,0.8,2.3,4.5,1632,8.4,0.572,0.235,0.259,3.9,13,6.2,1.9,0.7,16.2,9.2,1,0.9,1.9,0.056,-1.8,1,0.5,"NOP",1349700
"131","Alonzo Gee",2017,18570,149,"SF",29,"DEN",13,0,6.8,0.2,1.1,0.214,0,0.2,0,0.2,0.8,0.273,0.214,0.4,0.7,0.556,0.3,0.8,0.5,0.4,0.1,0.3,1.1,0.8,89,3.1,0.306,0.214,0.643,5,13.5,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-5.6,1,-0.1,"DEN",77379
"132","Amar'e Stoudemire",2012,15880,407,"PF",29,"NYK",47,47,32.8,6.7,13.9,0.483,0.1,0.4,0.238,6.6,13.5,0.491,0.487,4,5.2,0.765,2.3,5.6,1.1,0.8,1,2.4,2.9,17.5,1543,17.7,0.541,0.032,0.372,7.9,19.8,6.3,1.3,2.3,12.8,25.4,1.8,2.3,4.1,0.128,-1.5,0.1,0.2,"NYK",19948799
"133","Amar'e Stoudemire",2013,16460,397,"PF",30,"NYK",29,0,23.5,5.3,9.2,0.577,0,0,NA,5.3,9.2,0.577,0.577,3.6,4.5,0.808,2.1,2.9,0.4,0.3,0.7,1.7,3.1,14.2,682,22.1,0.637,0,0.487,10,15.1,3.6,0.8,2.7,13.4,25.7,2.1,0.6,2.7,0.191,0.6,-2,0.1,"NYK",19948799
"134","Amar'e Stoudemire",2014,17070,413,"C",31,"NYK",65,21,22.6,4.8,8.6,0.557,0,0,NA,4.8,8.6,0.557,0.557,2.3,3.1,0.739,1.7,3.2,0.5,0.4,0.6,1.4,2.4,11.9,1466,18.8,0.596,0,0.364,8.7,17.2,4.2,0.8,2.2,12.3,23.4,2.9,0.9,3.8,0.124,-0.8,-2.3,-0.4,"NYK",19948799
"135","Amar'e Stoudemire",2015,17721,427,"PF",32,"NYK",36,14,24,4.7,8.6,0.543,0,0.1,0,4.7,8.6,0.549,0.543,2.6,3.5,0.74,2.3,4.5,1,0.6,0.9,1.8,3.1,12,865,19.5,0.589,0.01,0.408,10.8,22.3,8.1,1.2,3.3,14.7,22.9,1.5,0.7,2.2,0.12,-0.6,-0.5,0.2,"DAL",485670
"136","Amar'e Stoudemire",2015,17722,427,"PF",32,"DAL",23,1,16.5,4.5,7.8,0.581,0,0,0,4.5,7.7,0.584,0.581,1.7,2.6,0.678,1.2,2.5,0.3,0.4,0.2,0.7,2.2,10.8,380,22.3,0.605,0.006,0.33,7.8,16.5,3.9,1.2,0.9,6.8,25.8,1.1,0.3,1.4,0.181,0.8,-3.1,0,"DAL",485670
"137","Amar'e Stoudemire",2015,17720,427,"PF",32,"TOT",59,15,21.1,4.6,8.3,0.557,0,0.1,0,4.6,8.2,0.562,0.557,2.3,3.2,0.72,1.9,3.7,0.8,0.5,0.6,1.3,2.7,11.5,1245,20.3,0.595,0.008,0.38,9.9,20.5,6.8,1.2,2.5,12,23.8,2.6,1,3.6,0.138,-0.2,-1.3,0.2,"DAL",485670
"138","Amar'e Stoudemire",2016,18313,413,"C",33,"MIA",52,36,14.7,2.4,4.3,0.566,0,0,NA,2.4,4.3,0.566,0.566,1,1.3,0.746,1.3,3,0.5,0.3,0.8,0.9,1.8,5.8,762,17.3,0.599,0,0.303,10,22.6,5.6,1.2,4.1,15.8,17.8,1.1,1.3,2.4,0.15,-1.7,1.4,0.3,"MIA",1499187
"139","Amida Brimah",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAS",815615
"140","Amile Jefferson",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN",815615
"141","Amir Johnson",2012,15701,243,"PF",24,"TOR",64,43,24.3,3.1,5.3,0.576,0,0.1,0.4,3,5.2,0.579,0.579,0.9,1.3,0.69,2.3,4,1.2,0.5,1.1,1.5,3.3,7.1,1553,14.4,0.6,0.015,0.247,11.4,19.4,8.7,1.1,3.6,20,14.3,1.9,2,4,0.122,-0.5,2.7,1.6,"TOR",6000000
